scenario,flow_type,strategy_name,regime,metric,sample_count,mean,stddev,median,p05,p95,ci95_low,ci95_high
as_risk_aversion_high,hand-chosen,naive symmetric,low volatility,market_maker_filled_quantity,2,7340.5,120.915259583,7340.5,7255,7426,7172.92,7508.08
as_risk_aversion_high,hand-chosen,naive symmetric,trending,fill_rate,2,0.51735,0.0194454364826,0.51735,0.5036,0.5311,0.4904,0.5443
as_risk_aversion_high,hand-chosen,naive symmetric,trending,gross_spread_capture,2,43468.0623336,2085.86082179,43468.0623336,41993.1360019,44942.9886653,40577.2067235,46358.9179437
as_risk_aversion_high,hand-chosen,naive symmetric,trending,inventory_pnl,2,61298.4720978,11018.6428206,61298.4720978,53507.1150398,69089.8291557,46027.4122642,76569.5319313
as_risk_aversion_high,hand-chosen,naive symmetric,trending,adverse_selection_cost,2,2326.38254383,215.420418815,2326.38254383,2174.05730488,2478.70778278,2027.82507549,2624.94001217
as_risk_aversion_high,hand-chosen,naive symmetric,trending,fee_pnl,2,103.47,3.88908729653,103.47,100.72,106.22,98.08,108.86
as_risk_aversion_high,hand-chosen,naive symmetric,trending,net_pnl_after_fees,2,104870.004432,8936.67108643,104870.004432,98550.8237051,111189.185158,92484.4102077,117255.598655
as_risk_aversion_high,hand-chosen,naive symmetric,trending,terminal_liquidation_cost,2,0,0,0,0,0,0,0
as_risk_aversion_high,hand-chosen,naive symmetric,trending,terminal_inventory_penalty,2,0,0,0,0,0,0,0
as_risk_aversion_high,hand-chosen,naive symmetric,trending,risk_adjusted_pnl,2,4.23812065048,1.73633634376,4.23812065048,3.01034544738,5.46589585357,1.83168125241,6.64456004854
as_risk_aversion_high,hand-chosen,naive symmetric,trending,maximum_drawdown,2,26539.8668485,8764.60755715,26539.8668485,20342.3534104,32737.3802866,14392.7405098,38686.9931872
as_risk_aversion_high,hand-chosen,naive symmetric,trending,inventory_variance,2,383079.985213,30164.8509172,383079.985213,361750.214576,404409.75585,341273.634764,424886.335662
as_risk_aversion_high,hand-chosen,naive symmetric,trending,pre_liquidation_inventory,2,1872.5,64.346717088,1872.5,1827,1918,1783.32,1961.68
as_risk_aversion_high,hand-chosen,naive symmetric,trending,final_inventory,2,1872.5,64.346717088,1872.5,1827,1918,1783.32,1961.68
as_risk_aversion_high,hand-chosen,naive symmetric,trending,maker_fills,2,552.5,20.5060966544,552.5,538,567,524.08,580.92
as_risk_aversion_high,hand-chosen,naive symmetric,trending,market_maker_filled_quantity,2,5173.5,194.454364826,5173.5,5036,5311,4904,5443
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,fill_rate,2,0.5163,0.0403050865276,0.5163,0.4878,0.5448,0.46044,0.57216
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,gross_spread_capture,2,35057.2723401,6236.15126827,35057.2723401,30647.6474898,39466.8971904,26414.4076335,43700.1370467
as_risk_aversion_low,hand-chosen,avellaneda stoikov,high volatility,inventory_pnl,2,-49645.3002938,50718.3166407,-49645.3002938,-85508.5659208,-13782.0346668,-119937.300923,20646.7003351
