scenario,flow_type,strategy_name,regime,seed,seed_index,quotes_submitted,quotes_canceled_or_replaced,quotes_filled,partial_fills,full_fills,fill_rate_by_quote_count,fill_rate_by_submitted_size,average_quote_lifetime,median_quote_lifetime,average_initial_queue_ahead,median_initial_queue_ahead,percent_quotes_submitted_at_best,percent_quote_lifetime_spent_at_best,external_execution_events_count,external_executed_volume,external_executed_volume_at_maker_quoted_price,maker_eligible_execution_events,maker_reached_by_execution_events,maker_missed_due_to_queue_events,maker_missed_due_to_no_opposite_flow,maker_missed_due_to_quote_not_at_touched_price,maker_missed_due_to_cancellation_or_replacement_before_execution,hard_cap_bid_blocks,hard_cap_ask_blocks
zero_queue_control,itch_calibrated,naive symmetric,low volatility,3001,0,969,947,20,0,20,0.0206398348813,0.0206398348813,9.89783281734,10,0,0,1,1,0,0,0,0,0,0,2,0,947,0,0
zero_queue_control,itch_calibrated,naive symmetric,low volatility,4001,1,919,896,22,0,22,0.0239390642002,0.0239390642002,9.86180631121,10,0,0,1,1,0,0,0,0,0,0,1,0,896,0,0
zero_queue_control,itch_calibrated,naive symmetric,trending,3003,0,957,933,22,0,22,0.0229885057471,0.0229885057471,9.86415882968,10,0,0,0.997910135841,0.997910135841,0,0,0,0,0,0,2,0,933,0,0
zero_queue_control,itch_calibrated,naive symmetric,trending,4003,1,954,931,21,0,21,0.0220125786164,0.0220125786164,9.88784067086,10,0,0,0.997903563941,0.997903563941,0,0,0,0,0,0,2,0,931,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,high volatility,3002,0,969,950,18,0,18,0.0185758513932,0.0185758513932,9.9133126935,10,0,0,0.981424148607,0.981424148607,0,0,0,0,0,0,1,0,950,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,high volatility,4002,1,882,860,21,0,21,0.0238095238095,0.0238095238095,9.84580498866,10,0,0,0.926303854875,0.926303854875,0,0,0,0,0,0,1,0,860,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,low volatility,3001,0,977,955,20,0,20,0.0204708290686,0.0204708290686,9.89866939611,10,0,0,1,1,0,0,0,0,0,0,2,0,955,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,low volatility,4001,1,942,919,22,0,22,0.0233545647558,0.0233545647558,9.86518046709,10,0,0,1,1,0,0,0,0,0,0,1,0,919,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,trending,3003,0,966,943,21,0,21,0.0217391304348,0.0217391304348,9.86645962733,10,0,0,0.997929606625,0.997929606625,0,0,0,0,0,0,2,0,943,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,trending,4003,1,964,941,21,0,21,0.0217842323651,0.0217842323651,9.88900414938,10,0,0,0.997925311203,0.997925311203,0,0,0,0,0,0,2,0,941,0,0
zero_queue_control,itch_calibrated,naive symmetric,high volatility,3002,0,956,940,16,0,16,0.0167364016736,0.0167364016736,9.92259414226,10,0,0,0.981171548117,0.981171548117,0,0,0,0,0,0,0,0,940,0,0
zero_queue_control,itch_calibrated,naive symmetric,high volatility,4002,1,868,846,21,0,21,0.0241935483871,0.0241935483871,9.84331797235,10,0,0,0.925115207373,0.925115207373,0,0,0,0,0,0,1,0,846,0,0
zero_queue_control,itch_calibrated,naive symmetric,low volatility,3001,0,969,947,20,0,20,0.0206398348813,0.0206398348813,9.89783281734,10,0,0,1,1,0,0,0,0,0,0,2,0,947,0,0
zero_queue_control,itch_calibrated,naive symmetric,low volatility,4001,1,919,896,22,0,22,0.0239390642002,0.0239390642002,9.86180631121,10,0,0,1,1,0,0,0,0,0,0,1,0,896,0,0
zero_queue_control,itch_calibrated,naive symmetric,trending,3003,0,957,933,22,0,22,0.0229885057471,0.0229885057471,9.86415882968,10,0,0,0.997910135841,0.997910135841,0,0,0,0,0,0,2,0,933,0,0
zero_queue_control,itch_calibrated,naive symmetric,trending,4003,1,954,931,21,0,21,0.0220125786164,0.0220125786164,9.88784067086,10,0,0,0.997903563941,0.997903563941,0,0,0,0,0,0,2,0,931,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,high volatility,3002,0,966,947,18,1,17,0.0186335403727,0.0184886128364,9.91304347826,10,0,0,0.979296066253,0.979296066253,0,0,0,0,0,0,1,0,947,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,high volatility,4002,1,868,846,21,0,21,0.0241935483871,0.0241935483871,9.84331797235,10,0,0,0.925115207373,0.925115207373,0,0,0,0,0,0,1,0,846,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,low volatility,3001,0,976,954,20,1,19,0.0204918032787,0.0200922131148,9.89856557377,10,0,0,1,1,0,0,0,0,0,0,2,0,954,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,low volatility,4001,1,942,919,22,0,22,0.0233545647558,0.0233545647558,9.86518046709,10,0,0,1,1,0,0,0,0,0,0,1,0,919,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,trending,3003,0,967,944,21,0,21,0.0217166494312,0.0217166494312,9.86659772492,10,0,0,0.997931747673,0.997931747673,0,0,0,0,0,0,2,0,944,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,trending,4003,1,952,929,21,0,21,0.0220588235294,0.0220588235294,9.88760504202,10,0,0,0.997899159664,0.997899159664,0,0,0,0,0,0,2,0,929,0,0
zero_queue_control,itch_calibrated,naive symmetric,high volatility,3002,0,955,939,16,1,15,0.0167539267016,0.0166073298429,9.92251308901,10,0,0,0.979057591623,0.979057591623,0,0,0,0,0,0,0,0,939,0,0
zero_queue_control,itch_calibrated,naive symmetric,high volatility,4002,1,864,842,21,0,21,0.0243055555556,0.0243055555556,9.84259259259,10,0,0,0.924768518519,0.924768518519,0,0,0,0,0,0,1,0,842,0,0
zero_queue_control,itch_calibrated,naive symmetric,low volatility,3001,0,969,947,20,1,19,0.0206398348813,0.0202373581011,9.89783281734,10,0,0,1,1,0,0,0,0,0,0,2,0,947,0,0
zero_queue_control,itch_calibrated,naive symmetric,low volatility,4001,1,919,896,22,0,22,0.0239390642002,0.0239390642002,9.86180631121,10,0,0,1,1,0,0,0,0,0,0,1,0,896,0,0
zero_queue_control,itch_calibrated,naive symmetric,trending,3003,0,957,933,22,1,21,0.0229885057471,0.0225600835946,9.86415882968,10,0,0,0.997910135841,0.997910135841,0,0,0,0,0,0,2,0,933,0,0
zero_queue_control,itch_calibrated,naive symmetric,trending,4003,1,943,921,20,0,20,0.0212089077413,0.0212089077413,9.89713679745,10,0,0,0.997879109226,0.997879109226,0,0,0,0,0,0,2,0,921,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,high volatility,3002,0,1934,1915,18,0,18,0.00930713547053,0.00930713547053,4.97207859359,5,0,0,0.979317476732,0.979317476732,0,0,0,0,0,0,1,0,1915,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,high volatility,4002,1,1758,1735,21,0,21,0.0119453924915,0.0119453924915,4.96245733788,5,0,0,0.923208191126,0.923208191126,0,0,0,0,0,0,2,0,1735,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,low volatility,3001,0,1952,1930,20,0,20,0.0102459016393,0.0102459016393,4.97233606557,5,0,0,1,1,0,0,0,0,0,0,2,0,1930,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,low volatility,4001,1,1869,1846,22,0,22,0.011771000535,0.011771000535,4.96147672552,5,0,0,1,1,0,0,0,0,0,0,1,0,1846,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,trending,3003,0,1920,1896,22,0,22,0.0114583333333,0.0114583333333,4.96979166667,5,0,0,0.997395833333,0.997395833333,0,0,0,0,0,0,2,0,1896,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,trending,4003,1,1935,1912,21,0,21,0.0108527131783,0.0108527131783,4.97054263566,5,0,0,0.997932816537,0.997932816537,0,0,0,0,0,0,2,0,1912,0,0
zero_queue_control,itch_calibrated,naive symmetric,high volatility,3002,0,1918,1900,17,0,17,0.00886339937435,0.00886339937435,4.97393117831,5,0,0,0.979144942649,0.979144942649,0,0,0,0,0,0,1,0,1900,0,0
zero_queue_control,itch_calibrated,naive symmetric,high volatility,4002,1,1751,1729,21,0,21,0.0119931467733,0.0119931467733,4.962307253,5,0,0,0.922901199315,0.922901199315,0,0,0,0,0,0,1,0,1729,0,0
zero_queue_control,itch_calibrated,naive symmetric,low volatility,3001,0,1934,1912,20,0,20,0.0103412616339,0.0103412616339,4.97207859359,5,0,0,1,1,0,0,0,0,0,0,2,0,1912,0,0
zero_queue_control,itch_calibrated,naive symmetric,low volatility,4001,1,1839,1816,22,0,22,0.0119630233823,0.0119630233823,4.96084828711,5,0,0,1,1,0,0,0,0,0,0,1,0,1816,0,0
zero_queue_control,itch_calibrated,naive symmetric,trending,3003,0,1915,1891,22,0,22,0.0114882506527,0.0114882506527,4.96971279373,5,0,0,0.997389033943,0.997389033943,0,0,0,0,0,0,2,0,1891,0,0
zero_queue_control,itch_calibrated,naive symmetric,trending,4003,1,1908,1885,21,0,21,0.0110062893082,0.0110062893082,4.97012578616,5,0,0,0.997903563941,0.997903563941,0,0,0,0,0,0,2,0,1885,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,high volatility,3002,0,388,370,17,0,17,0.0438144329897,0.0438144329897,24.5386597938,25,0,0,0.987113402062,0.987113402062,0,0,0,0,0,0,1,0,370,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,high volatility,4002,1,361,340,19,0,19,0.0526315789474,0.0526315789474,24.2991689751,25,0,0,0.92243767313,0.92243767313,0,0,0,0,0,0,2,0,340,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,low volatility,3001,0,388,366,20,0,20,0.0515463917526,0.0515463917526,24.118556701,25,0,0,1,1,0,0,0,0,0,0,2,0,366,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,low volatility,4001,1,370,347,22,0,22,0.0594594594595,0.0594594594595,24.2648648649,25,0,0,1,1,0,0,0,0,0,0,1,0,347,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,trending,3003,0,382,357,23,0,23,0.0602094240838,0.0602094240838,24.1570680628,25,0,0,1,1,0,0,0,0,0,0,2,0,357,0,0
zero_queue_control,itch_calibrated,avellaneda stoikov,trending,4003,1,388,366,20,0,20,0.0515463917526,0.0515463917526,24.3041237113,25,0,0,1,1,0,0,0,0,0,0,2,0,366,0,0
zero_queue_control,itch_calibrated,naive symmetric,high volatility,3002,0,379,361,17,0,17,0.0448548812665,0.0448548812665,24.5277044855,25,0,0,0.986807387863,0.986807387863,0,0,0,0,0,0,1,0,361,0,0
zero_queue_control,itch_calibrated,naive symmetric,high volatility,4002,1,345,326,17,0,17,0.0492753623188,0.0492753623188,24.3246376812,25,0,0,0.91884057971,0.91884057971,0,0,0,0,0,0,2,0,326,0,0
zero_queue_control,itch_calibrated,naive symmetric,low volatility,3001,0,386,365,19,0,19,0.0492227979275,0.0492227979275,24.121761658,25,0,0,1,1,0,0,0,0,0,0,2,0,365,0,0
zero_queue_control,itch_calibrated,naive symmetric,low volatility,4001,1,366,343,22,0,22,0.0601092896175,0.0601092896175,24.2568306011,25,0,0,1,1,0,0,0,0,0,0,1,0,343,0,0
zero_queue_control,itch_calibrated,naive symmetric,trending,3003,0,382,357,23,0,23,0.0602094240838,0.0602094240838,24.1335078534,25,0,0,1,1,0,0,0,0,0,0,2,0,357,0,0
zero_queue_control,itch_calibrated,naive symmetric,trending,4003,1,383,362,20,0,20,0.0522193211488,0.0522193211488,24.2950391645,25,0,0,1,1,0,0,0,0,0,0,1,0,362,0,0
